월,일,시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%),PM2.5
1.0,1.0,0.0,0.1579778830963665,0.0125,0.0127877237851662,0.0,0.615,0.044
1.0,1.0,1.0,0.1532385466034755,0.0,0.0076726342710997,0.0,0.593,0.04
1.0,1.0,2.0,0.1374407582938388,0.0,0.0102301790281329,0.0,0.6739999999999999,0.048
1.0,1.0,3.0,0.1153238546603475,0.0,0.0102301790281329,0.0,0.7050000000000001,0.056
1.0,1.0,4.0,0.1121642969984201,0.0,0.0,0.0,0.7320000000000001,0.048
1.0,1.0,5.0,0.1216429699842022,0.0,0.0051150895140664,0.0,0.75,0.04
1.0,1.0,6.0,0.1153238546603475,0.0,0.0076726342710997,0.0,0.7589999999999999,0.064
1.0,1.0,7.0,0.1248025276461295,0.0,0.0,0.0,0.751,0.084
1.0,1.0,8.0,0.1690363349131121,0.6141666666666666,0.0179028132992327,0.0,0.612,0.12
1.0,1.0,9.0,0.1864139020537125,0.6291666666666667,0.0358056265984654,0.0,0.56,0.1
1.0,1.0,10.0,0.2101105845181674,0.6547222222222222,0.0204603580562659,0.0,0.553,0.068
1.0,1.0,11.0,0.2322274881516587,0.745,0.0383631713554987,0.0,0.573,0.076
1.0,1.0,12.0,0.2401263823064771,0.7477777777777778,0.0332480818414322,0.0,0.517,0.076
1.0,1.0,13.0,0.32891637086868286,0.8187624216079712,0.03889128565788269,0.00023373961448669434,0.558288037776947,0.104
1.0,1.0,14.0,0.3670867681503296,0.7926372289657593,0.04829844832420349,0.00023862719535827637,0.48451146483421326,0.084
1.0,1.0,15.0,0.31832772493362427,0.8223985433578491,0.03587627410888672,0.00029098987579345703,0.5285996794700623,0.064
1.0,1.0,16.0,0.33929771184921265,0.7498714327812195,0.029281407594680786,0.00017920136451721191,0.5169245600700378,0.08
1.0,1.0,17.0,0.3697067201137543,0.6708121299743652,0.04759871959686279,0.00021284818649291992,0.6971310377120972,0.096
1.0,1.0,18.0,0.3404163420200348,0.7070367932319641,0.022814512252807617,0.00034868717193603516,0.6386012434959412,0.068
1.0,1.0,19.0,0.3482065200805664,0.6152037382125854,0.02385115623474121,0.00018128752708435059,0.7053607702255249,0.056
1.0,1.0,20.0,0.3009371757507324,0.5099016427993774,0.016707777976989746,0.00018778443336486816,0.6900120973587036,0.048
1.0,1.0,21.0,0.25399476289749146,0.22133472561836243,0.02533930540084839,-0.00017851591110229492,0.6841363906860352,0.048
1.0,1.0,22.0,0.27544939517974854,0.511742353439331,0.013040661811828613,0.00017267465591430664,0.6978087425231934,0.048
1.0,1.0,23.0,0.2543443917851501,0.0691666666666666,0.0179028132992327,0.0,0.8770000000000001,0.044
1.0,2.0,0.0,0.2543443917851501,0.0,0.0076726342710997,0.0,0.8889999999999999,0.068
1.0,2.0,1.0,0.2575039494470774,0.0,0.0076726342710997,0.0,0.883,0.052
1.0,2.0,2.0,0.2606635071090047,0.0,0.0076726342710997,0.0,0.858,0.056
1.0,2.0,3.0,0.2575039494470774,0.0,0.0076726342710997,0.0,0.907,0.056
1.0,2.0,4.0,0.2575039494470774,0.0119444444444444,0.0127877237851662,0.0,0.911,0.072
1.0,2.0,5.0,0.2606635071090047,0.0525,0.0179028132992327,0.0,0.911,0.072
