연도,일시,측정소,PM2.5
4,01-03 00:00,공주,0.06241157650947571
4,01-03 01:00,공주,0.04931718111038208
4,01-03 02:00,공주,0.05311030149459839
4,01-03 03:00,공주,0.056179940700531006
4,01-03 04:00,공주,0.05601048469543457
4,01-03 05:00,공주,0.060530662536621094
4,01-03 06:00,공주,0.06354263424873352
4,01-03 07:00,공주,0.0696459710597992
4,01-03 08:00,공주,0.06226542592048645
4,01-03 09:00,공주,0.07970622181892395
4,01-03 10:00,공주,0.05640652775764465
4,01-03 11:00,공주,0.04194334149360657
4,01-03 12:00,공주,0.06426927447319031
4,01-03 13:00,공주,0.02607056498527527
4,01-03 14:00,공주,0.041147470473343164
4,01-03 15:00,공주,0.01895776391029358
4,01-03 16:00,공주,0.029717087745666504
4,01-03 17:00,공주,0.0170782208442688
4,01-03 18:00,공주,0.03279757499694824
4,01-03 19:00,공주,0.04065367579460144
4,01-03 20:00,공주,0.05029761791229248
4,01-03 21:00,공주,0.04490065574645996
4,01-03 22:00,공주,0.04909601807594299
4,01-03 23:00,공주,0.05153810977935791
4,01-04 00:00,공주,0.059502601623535156
4,01-04 01:00,공주,0.049981653690338135
4,01-04 02:00,공주,0.05184170603752136
4,01-04 03:00,공주,0.050650447603240405
4,01-04 04:00,공주,0.06337347626686096
4,01-04 05:00,공주,0.06632363796234131
4,01-04 06:00,공주,0.06304845213890076
4,01-04 07:00,공주,0.06403478980064392
4,01-04 08:00,공주,0.06850090622901917
4,01-04 09:00,공주,0.07383909821510315
4,01-04 10:00,공주,0.04615521430969238
4,01-04 11:00,공주,0.04552319645881653
4,01-04 12:00,공주,0.025904566049575806
4,01-04 13:00,공주,0.02626630663871765
4,01-04 14:00,공주,0.03006112575531006
4,01-04 15:00,공주,0.04879036545753479
4,01-04 16:00,공주,0.04987746477127075
4,01-04 17:00,공주,0.036656588315963745
4,01-04 18:00,공주,0.02618032693862915
4,01-04 19:00,공주,0.044073134660720825
4,01-04 20:00,공주,0.045039623975753784
4,01-04 21:00,공주,0.0418877899646759
4,01-04 22:00,공주,0.04649636149406433
4,01-04 23:00,공주,0.05941513180732727
4,01-05 00:00,공주,0.06172478199005127
4,01-05 01:00,공주,0.06958994269371033
4,01-05 02:00,공주,0.059220969676971436
4,01-05 03:00,공주,0.03925293684005737
4,01-05 04:00,공주,0.049303650856018066
4,01-05 05:00,공주,0.05313241481781006
4,01-05 06:00,공주,0.052919983863830566
4,01-05 07:00,공주,0.05713838338851929
4,01-05 08:00,공주,0.07455980777740479
4,01-05 09:00,공주,0.04680544137954712
4,01-05 10:00,공주,0.04925799369812012
4,01-05 11:00,공주,0.04987409710884094
4,01-05 12:00,공주,0.025178223848342896
