id,count
0,87.75055
1,205.33315
2,75.91561
4,97.22287
5,110.46367
10,136.85242
11,147.94977
12,174.18123
15,61.5998
17,44.35944
18,207.95393
23,200.1676
25,144.51707
26,72.91238
31,192.05164
39,160.62054
40,50.44791
41,147.19324
42,
43,174.49728
51,200.26944
52,63.09033
54,85.35435
60,161.2565
61,164.95044
62,144.40361
63,51.051044
65,142.49062
66,126.29178
68,159.62946
71,52.57168
80,79.24407
82,
94,173.38292
98,197.17358
101,68.49356
102,167.69705
107,123.56504
112,187.65811
113,64.22777
115,
116,160.68217
120,102.92623
121,68.16876
122,209.96463
132,171.29034
143,62.165215
147,
150,58.34122
151,64.06824
152,196.6867
153,94.64645
155,66.23912
156,136.56746
159,186.17332
161,100.090866
163,92.399284
177,171.52817
186,83.14144
188,82.65498
190,94.150185
191,91.77211
192,156.43062
195,193.53908
200,176.00421
209,199.82732
210,58.005756
211,197.29416
214,167.87866
215,81.778206
218,133.60913
219,39.738026
222,111.215004
225,60.47071
228,211.94069
236,196.99127
241,91.747635
242,174.29582
243,207.82924
245,83.89803
247,206.79344
251,173.43985
252,97.42989
253,53.027084
254,71.27742
258,199.80931
260,
261,158.68636
265,78.423836
266,196.27155
267,172.42523
269,167.19441
270,
275,132.64029
278,84.794556
279,47.335785
286,113.78348
287,79.477905
288,198.37727
289,175.56801
293,95.05452
294,158.76807
297,
302,93.0798
303,59.64365
304,116.85272
307,132.63318
309,59.662598
311,187.09418
312,137.84906
314,190.61241
315,202.5272
319,190.0478
322,155.24129
323,
325,158.49966
327,198.26968
330,64.90087
332,189.87143
333,91.35511
338,146.55457
341,69.51282
345,148.0164
348,164.6206
349,101.90208
350,129.47937
352,
355,50.08692
356,
358,
363,167.0221
369,178.17734
371,60.286575
372,172.83159
375,206.48181
380,162.65817
388,93.187035
391,
392,168.49783
393,202.54083
394,82.03077
396,70.864395
401,60.605328
407,61.971756
409,91.729095
410,126.25843
416,108.850494
418,128.88834
420,183.07678
421,178.82074
422,179.54541
424,210.2349
428,169.05145
429,178.99281
431,158.36192
435,27.714796
439,119.57398
441,54.958424
447,70.503494
449,167.86975
451,182.81393
452,83.893616
454,155.92471
458,175.53632
463,164.69545
467,60.611423
470,139.11588
471,156.67523
474,198.35625
478,90.595245
483,100.28665
484,140.75938
485,88.41446
486,156.27654
491,107.78628
494,89.46603
495,168.6246
497,171.77864
499,185.00023
515,134.9753
518,184.99367
521,111.692604
525,
529,191.17006
532,166.44897
534,72.982834
540,86.87378
544,209.33257
547,180.40686
549,99.55629
563,52.9541
564,183.76295
567,98.35992
572,137.56639
577,153.9153
578,208.19836
585,186.50839
588,173.45126
589,147.57127
590,138.33142
592,70.729935
594,143.74442
596,72.190926
598,177.9878
599,173.07744
605,87.424484
606,150.53423
607,177.60715
608,192.06435
609,
610,191.99167
611,108.635056
614,
615,175.43518
616,186.86946
617,153.28847
618,171.02301
624,105.66189
629,175.72296
631,100.97397
633,80.135994
637,81.913155
638,130.8894
643,
644,173.86783
645,68.43028
646,163.7795
648,165.48004
650,89.74833
651,93.37751
652,212.53014
656,161.14375
657,91.555786
659,66.23126
660,150.31967
662,140.18024
665,199.50935
675,
681,169.74588
682,176.71547
685,82.80669
686,191.77614
689,73.72943
696,161.54233
703,173.46739
704,108.353386
705,162.29408
714,185.35178
717,73.65106
718,73.757675
720,93.50218
721,198.51253
723,192.41333
726,84.64188
728,158.09196
730,96.06283
731,87.11822
734,211.34491
737,59.519726
738,90.52464
745,179.61304
746,68.83274
749,180.3822
752,63.46756
753,73.600494
758,185.70914
765,78.068726
766,176.78535
768,68.25824
769,192.19028
774,172.2911
775,127.9651
781,
784,194.84235
794,110.017426
795,207.75296
796,76.70112
802,134.34787
803,112.82722
805,59.808968
806,203.54251
807,122.836754
809,57.476116
810,187.98198
812,84.6269
814,101.558754
818,188.37653
819,191.77063
825,11.523255
836,82.73884
839,153.8686
847,204.10928
848,86.45619
851,156.27748
852,168.84422
853,57.626232
857,179.66454
858,94.47931
859,184.01532
861,18.760414
867,132.30765
870,163.07959
871,200.67018
872,205.42215
874,210.77406
881,200.88809
886,166.08083
890,
895,172.35963
899,76.17867
900,195.9174
901,203.85864
902,191.30663
903,96.74992
913,208.59749
918,206.17274
923,166.40202
924,74.3302
926,72.72541
927,92.310684
930,161.84149
934,52.317394
937,170.43219
939,146.72018
941,104.344826
942,209.58774
946,181.74745
950,118.32661
953,71.33656
959,61.50047
961,51.08472
962,97.40123
964,117.63484
969,150.99017
971,158.65968
976,72.80977
978,190.88368
980,192.39032
981,162.44978
990,201.94902
993,75.95923
996,90.84027
998,190.54816
999,185.75725
1006,158.34697
1008,67.13047
1013,95.31056
1015,107.93842
1016,143.7707
1022,194.85371
1026,177.53098
1028,197.51218
1031,42.813663
1034,
1037,192.16562
1040,
1042,88.835144
1046,110.574814
1048,118.59808
1049,150.9408
1050,
1051,178.25708
1052,196.02698
1055,95.10881
1060,166.88678
1064,108.0638
1066,63.209087
1071,152.55302
1073,76.48654
1089,168.51265
1091,113.954994
1092,84.20831
1093,200.25923
1096,187.43906
1097,169.48645
1098,77.77395
1099,63.55718
1102,195.6733
1107,83.88957
1109,87.20628
1111,58.357796
1112,147.24202
1114,217.64677
1116,193.83957
1117,147.14491
1118,72.02867
1122,
1124,178.16699
1127,94.68555
1133,173.74022
1134,76.94286
1135,159.5577
1139,186.26826
1143,
1150,92.30276
1151,139.96394
1153,201.39012
1155,83.33173
1162,83.12909
1163,177.63635
1166,24.684628
1171,88.46292
1172,56.261803
1173,203.21196
1174,91.197365
1177,126.80792
1178,128.70566
1184,82.71401
1185,144.54916
1186,98.47266
1187,190.42628
1188,208.2769
1191,173.65005
1207,130.9063
1213,99.618004
1215,158.82314
1223,186.2867
1227,149.68414
1236,
1237,
1238,109.93489
1241,51.51153
1248,92.82472
1250,58.44067
1251,180.19232
1253,98.26408
1255,121.74196
1257,175.46245
1261,104.54144
1262,188.07986
1265,147.57483
1273,206.65718
1277,169.18126
1278,133.907
1280,84.51352
1284,150.2965
1285,210.37543
1288,92.90169
1295,141.29044
1297,203.42256
1299,202.77972
1304,165.48389
1308,82.00647
1310,116.309395
1311,144.32211
1314,101.18017
1315,130.52672
1318,37.354473
1320,213.90215
1321,193.94266
1322,159.84402
1330,153.42969
1333,193.52136
1334,163.09204
1341,158.5142
1344,159.77579
1351,184.9074
1354,85.9002
1356,
1363,151.6319
1365,169.4462
1369,157.26416
1373,96.316185
1375,149.40312
1377,54.617596
1379,180.22116
1380,180.68506
1381,100.4288
1384,171.36845
1390,182.35481
1393,196.71387
1395,
1399,194.49228
1400,83.52744
1401,120.155205
1404,186.16357
1408,80.7775
1409,38.397602
1413,170.12804
1416,188.69974
1418,110.57787
1423,88.82501
1424,57.135067
1425,56.224293
1433,204.80478
1434,169.027
1436,200.19144
1442,180.7902
1444,73.31911
1445,161.65457
1452,170.4031
1455,193.34665
1462,
1467,40.657562
1472,94.2226
1475,118.64053
1493,132.59338
1501,185.82698
1503,194.55743
1504,200.41768
1505,56.059544
1511,198.726
1512,
1513,136.24751
1514,110.04267
1528,183.91383
1533,209.21686
1534,77.84436
1536,172.15643
1537,86.34283
1539,131.7321
1550,161.25764
1552,180.95659
1554,193.44904
1555,199.24953
1556,69.44182
1559,58.09366
1563,189.90091
1566,168.32889
1567,138.35052
1568,81.323265
1571,187.58792
1572,81.00991
1574,
1577,86.03153
1583,82.51774
1585,99.14238
1586,174.52354
1587,190.86066
1596,164.6931
1602,60.79782
1604,76.31326
1605,46.83104
1610,205.48792
1611,113.03484
1616,74.95667
1617,125.573685
1618,60.50274
1622,75.16072
1623,50.174458
1628,203.43295
1631,42.22775
1632,190.51302
1633,187.01532
1634,180.72626
1636,190.12645
1637,154.34508
1643,106.19005
1644,132.98898
1646,118.187325
1648,191.42303
1651,80.64463
1656,81.9878
1658,153.14877
1659,82.04148
1665,81.76381
1666,150.79762
1670,111.61603
1674,148.22812
1679,189.11601
1680,183.81604
1683,211.30525
1686,54.7055
1691,120.27423
1693,72.10252
1696,78.09922
1697,110.383125
1703,87.5227
1706,53.781208
1709,171.22679
1710,88.87004
1712,
1713,145.0363
1718,185.15594
1719,187.15392
1722,201.0843
1723,140.62729
1724,209.01259
1728,50.686195
1730,103.04652
1732,81.00628
1737,50.72517
1745,57.54413
1747,75.906906
1748,87.25579
1755,111.35707
1759,82.29143
1761,186.22777
1764,177.32626
1765,168.4514
1766,61.160133
1768,80.21966
1770,90.841255
1771,157.35791
1774,110.11002
1785,169.81886
1788,198.87917
1792,70.67471
1794,183.13615
1797,134.3676
1798,47.113354
1799,209.66759
1802,121.87753
1806,61.156357
1808,99.50364
1810,194.40706
1818,47.88838
1819,207.82507
1820,210.34663
1822,176.6486
1826,180.40442
1827,163.65633
1835,99.04077
1841,136.58179
1842,135.23483
1843,109.94096
1846,73.115456
1849,56.46619
1850,201.0704
1851,125.308266
1857,
1858,153.97229
1860,109.68499
1861,191.24445
1864,82.38985
1869,190.89194
1871,
1872,32.970028
1875,73.410866
1878,209.0255
1879,197.20851
1885,63.973305
1888,118.94917
1889,41.426926
1890,125.61024
1896,155.34546
1897,195.99025
1898,
1900,100.87458
1905,76.42196
1908,91.870476
1909,133.2585
1913,
1918,118.47701
1922,215.34308
1923,152.11972
1925,190.37064
1926,156.18831
1927,187.21457
1930,179.9373
1935,69.01249
1939,121.08764
1942,118.681145
1943,
1948,196.72025
1949,177.00414
1951,132.93642
1953,140.92245
1959,
1963,85.671936
1967,149.48686
1973,170.77684
1975,77.54539
1976,39.769463
1990,140.46245
1993,133.50493
1997,78.547714
1999,151.68988
2001,182.95123
2004,66.919304
2010,117.213806
2013,158.13684
2017,207.53178
2021,103.77455
2023,67.53111
2026,182.80273
2037,60.122673
2039,100.94106
2041,59.35852
2046,83.04379
2050,78.645386
2060,174.13252
2067,132.17128
2069,153.67496
2072,194.7023
2074,160.93135
2079,127.36708
2083,61.987453
2085,87.1048
2087,50.395752
2093,167.24515
2094,90.34224
2097,73.51488
2103,95.16891
2104,
2107,188.1176
2108,44.984634
2110,49.044033
2115,173.84875
2117,86.875916
2125,185.68024
2127,210.41757
2133,56.996128
2134,212.80275
2135,132.60359
2141,194.77538
2143,63.73486
2145,62.95879
2146,107.02055
2147,175.6723
2148,
2149,
2165,125.99523
2166,174.92375
2177,104.127686
