ID,Calories_Burned
TEST_0000,172.55008
TEST_0001,193.00778
TEST_0002,51.36271
TEST_0003,157.42397
TEST_0004,228.62286
TEST_0005,169.72989
TEST_0006,97.217316
TEST_0007,46.516674
TEST_0008,80.197754
TEST_0009,59.205647
TEST_0010,126.12939
TEST_0011,52.990124
TEST_0012,13.759772
TEST_0013,179.85239
TEST_0014,234.21582
TEST_0015,14.048946
TEST_0016,100.93563
TEST_0017,132.78963
TEST_0018,158.34727
TEST_0019,7.0846515
TEST_0020,51.405056
TEST_0021,89.3595
TEST_0022,23.210876
TEST_0023,85.91044
TEST_0024,20.403042
TEST_0025,125.32378
TEST_0026,108.12175
TEST_0027,192.18855
TEST_0028,122.269104
TEST_0029,102.2082
TEST_0030,26.402073
TEST_0031,243.65038
TEST_0032,52.93209
TEST_0033,44.798817
TEST_0034,130.33131
TEST_0035,111.90168
TEST_0036,38.919537
TEST_0037,133.34232
TEST_0038,10.921926
TEST_0039,129.04146
TEST_0040,202.70078
TEST_0041,169.17017
TEST_0042,144.11717
TEST_0043,59.71051
TEST_0044,67.62403
TEST_0045,50.603985
TEST_0046,75.31137
TEST_0047,198.72363
TEST_0048,139.97122
TEST_0049,125.90538
TEST_0050,11.942383
TEST_0051,111.12768
TEST_0052,155.51042
TEST_0053,94.72504
TEST_0054,66.897545
TEST_0055,88.46506
TEST_0056,163.5803
TEST_0057,17.691032
TEST_0058,33.130413
TEST_0059,96.03156
TEST_0060,42.54409
TEST_0061,114.58114
TEST_0062,89.912254
TEST_0063,50.39355
TEST_0064,33.195534
TEST_0065,133.70464
TEST_0066,231.8988
TEST_0067,127.18891
TEST_0068,101.24165
TEST_0069,42.98021
TEST_0070,128.62184
TEST_0071,25.29334
TEST_0072,8.538448
TEST_0073,150.40492
TEST_0074,32.203957
TEST_0075,88.64762
TEST_0076,64.513664
TEST_0077,64.96719
TEST_0078,44.315247
TEST_0079,184.0068
TEST_0080,173.437
TEST_0081,136.95335
TEST_0082,94.71356
TEST_0083,105.167145
TEST_0084,62.040825
TEST_0085,180.0295
TEST_0086,124.60849
TEST_0087,16.896053
TEST_0088,144.30157
TEST_0089,41.41198
TEST_0090,37.428234
TEST_0091,37.166595
TEST_0092,25.931076
TEST_0093,191.08673
TEST_0094,4.2345333
TEST_0095,10.140855
TEST_0096,239.27031
TEST_0097,132.83559
TEST_0098,189.28513
TEST_0099,174.38507
TEST_0100,12.360483
TEST_0101,101.995575
TEST_0102,182.37677
TEST_0103,163.38808
TEST_0104,64.20772
TEST_0105,165.03943
TEST_0106,36.785553
TEST_0107,20.572208
TEST_0108,185.26505
TEST_0109,28.309078
TEST_0110,111.26647
TEST_0111,185.40286
TEST_0112,47.931572
TEST_0113,144.02507
TEST_0114,54.97357
TEST_0115,81.13893
TEST_0116,80.723595
TEST_0117,66.48397
TEST_0118,13.855972
TEST_0119,6.9149017
TEST_0120,187.36662
TEST_0121,49.01651
TEST_0122,44.59436
TEST_0123,20.60136
TEST_0124,32.64537
TEST_0125,98.63206
TEST_0126,46.242577
TEST_0127,54.94227
TEST_0128,103.99655
TEST_0129,78.427475
TEST_0130,60.842087
TEST_0131,199.97464
TEST_0132,68.55706
TEST_0133,139.24121
TEST_0134,107.056274
TEST_0135,70.83281
TEST_0136,75.24529
TEST_0137,67.08811
TEST_0138,167.50238
TEST_0139,22.763477
TEST_0140,115.82096
TEST_0141,16.104097
TEST_0142,108.0338
TEST_0143,40.900658
TEST_0144,12.091858
TEST_0145,34.002434
TEST_0146,163.21954
TEST_0147,82.77054
TEST_0148,119.73096
TEST_0149,85.25715
TEST_0150,42.15854
TEST_0151,81.86478
TEST_0152,68.45636
TEST_0153,20.187931
TEST_0154,95.644875
TEST_0155,56.77436
TEST_0156,132.52283
TEST_0157,38.618904
TEST_0158,196.89932
TEST_0159,40.38584
TEST_0160,131.05234
TEST_0161,102.92201
TEST_0162,117.796455
TEST_0163,140.1323
TEST_0164,54.915127
TEST_0165,29.399105
TEST_0166,43.388584
TEST_0167,129.0107
TEST_0168,206.46143
TEST_0169,107.78387
TEST_0170,76.0845
TEST_0171,76.62328
TEST_0172,5.4821835
TEST_0173,82.241196
TEST_0174,15.67939
TEST_0175,49.637936
TEST_0176,7.285515
TEST_0177,59.553745
TEST_0178,175.30228
TEST_0179,182.4868
TEST_0180,45.103317
TEST_0181,77.56307
TEST_0182,70.737274
TEST_0183,120.50637
TEST_0184,125.09092
TEST_0185,78.41032
TEST_0186,12.294209
TEST_0187,43.614994
TEST_0188,154.32225
TEST_0189,6.879501
TEST_0190,41.01655
TEST_0191,7.1155252
TEST_0192,161.75433
TEST_0193,41.691246
TEST_0194,176.0788
TEST_0195,108.17274
TEST_0196,6.197791
TEST_0197,214.82106
TEST_0198,4.4449525
TEST_0199,9.345178
TEST_0200,9.901125
TEST_0201,132.1444
TEST_0202,25.062471
TEST_0203,43.429237
TEST_0204,98.4353
TEST_0205,88.438644
TEST_0206,153.84435
TEST_0207,82.03335
TEST_0208,15.268249
TEST_0209,66.233246
TEST_0210,57.710094
TEST_0211,196.32771
TEST_0212,162.97893
TEST_0213,16.499376
TEST_0214,47.887707
TEST_0215,61.217846
TEST_0216,88.35835
TEST_0217,139.97429
TEST_0218,40.380657
TEST_0219,99.382225
TEST_0220,168.936
TEST_0221,64.91185
TEST_0222,145.44656
TEST_0223,187.01198
TEST_0224,79.47468
TEST_0225,32.454594
TEST_0226,70.34104
TEST_0227,138.72803
TEST_0228,59.655178
TEST_0229,6.7598996
TEST_0230,57.508583
TEST_0231,50.43536
TEST_0232,63.80592
TEST_0233,74.15102
TEST_0234,13.477717
TEST_0235,50.7957
TEST_0236,129.51288
TEST_0237,18.465021
TEST_0238,149.34952
TEST_0239,21.296555
TEST_0240,17.542791
TEST_0241,197.51697
TEST_0242,89.78064
TEST_0243,9.225615
TEST_0244,43.336113
TEST_0245,67.82074
TEST_0246,43.651234
TEST_0247,114.93985
TEST_0248,45.776253
TEST_0249,19.807648
TEST_0250,55.521973
TEST_0251,95.35417
TEST_0252,34.23224
TEST_0253,108.67337
TEST_0254,108.57998
TEST_0255,34.900696
TEST_0256,8.3096285
TEST_0257,101.94279
TEST_0258,136.37392
TEST_0259,19.046661
TEST_0260,19.929485
TEST_0261,69.93753
TEST_0262,52.838947
TEST_0263,16.667461
TEST_0264,25.897179
TEST_0265,2.3257568
TEST_0266,55.388134
TEST_0267,19.391495
TEST_0268,66.0179
TEST_0269,183.44066
TEST_0270,94.78488
TEST_0271,133.54143
TEST_0272,17.632824
TEST_0273,155.23889
TEST_0274,22.179668
TEST_0275,55.5812
TEST_0276,82.5032
TEST_0277,153.01056
TEST_0278,7.6212077
TEST_0279,59.07902
TEST_0280,174.42075
TEST_0281,103.550964
TEST_0282,34.163857
TEST_0283,14.816098
TEST_0284,181.07549
TEST_0285,47.386395
TEST_0286,41.274586
TEST_0287,51.47187
TEST_0288,103.16392
TEST_0289,49.429703
TEST_0290,170.8449
TEST_0291,36.325912
TEST_0292,73.501236
TEST_0293,44.86352
TEST_0294,134.10106
TEST_0295,37.485134
TEST_0296,78.56863
TEST_0297,128.47687
TEST_0298,137.91986
TEST_0299,185.29749
TEST_0300,227.9132
TEST_0301,3.314547
TEST_0302,229.24539
TEST_0303,109.5283
TEST_0304,63.556767
TEST_0305,140.08531
TEST_0306,58.62609
TEST_0307,215.21977
TEST_0308,183.56844
TEST_0309,143.50401
TEST_0310,85.13226
TEST_0311,39.07487
TEST_0312,164.1648
TEST_0313,79.803314
TEST_0314,192.23155
TEST_0315,185.22621
TEST_0316,240.82474
TEST_0317,159.67772
TEST_0318,59.10369
TEST_0319,247.40005
TEST_0320,216.70798
TEST_0321,81.20061
TEST_0322,170.13797
TEST_0323,80.58588
TEST_0324,42.447025
TEST_0325,12.850428
TEST_0326,91.84912
TEST_0327,106.4529
TEST_0328,83.571594
TEST_0329,72.89858
TEST_0330,9.645558
TEST_0331,131.36436
TEST_0332,9.570211
TEST_0333,91.7377
TEST_0334,38.364914
TEST_0335,97.323204
TEST_0336,109.47221
TEST_0337,156.31644
TEST_0338,95.42316
TEST_0339,125.6659
TEST_0340,26.357882
TEST_0341,216.4253
TEST_0342,82.667244
TEST_0343,140.34174
TEST_0344,93.126526
TEST_0345,12.622597
TEST_0346,24.435896
TEST_0347,73.086555
TEST_0348,24.511147
TEST_0349,175.90268
TEST_0350,186.97128
TEST_0351,63.454124
TEST_0352,130.05345
TEST_0353,57.502182
TEST_0354,65.600716
TEST_0355,1.4649811
TEST_0356,161.42441
TEST_0357,191.8293
TEST_0358,115.03482
TEST_0359,133.65794
TEST_0360,75.696976
TEST_0361,127.50755
TEST_0362,134.67303
TEST_0363,22.823658
TEST_0364,169.02744
TEST_0365,31.692379
TEST_0366,114.44769
TEST_0367,25.535458
TEST_0368,213.58481
TEST_0369,127.59119
TEST_0370,24.605335
TEST_0371,109.575356
TEST_0372,90.65608
TEST_0373,130.41003
TEST_0374,21.140985
TEST_0375,187.49608
TEST_0376,205.8219
TEST_0377,203.84921
TEST_0378,52.37833
TEST_0379,80.50081
TEST_0380,153.80658
TEST_0381,25.085295
TEST_0382,28.865398
TEST_0383,205.21136
TEST_0384,6.122497
TEST_0385,3.9022188
TEST_0386,174.11684
TEST_0387,97.474335
TEST_0388,119.40246
TEST_0389,175.32176
TEST_0390,183.19965
TEST_0391,18.666756
TEST_0392,110.537346
TEST_0393,128.93231
TEST_0394,33.469234
TEST_0395,179.70099
TEST_0396,95.08596
TEST_0397,18.19435
TEST_0398,111.38821
TEST_0399,125.04732
TEST_0400,88.60419
TEST_0401,193.82553
TEST_0402,142.32007
TEST_0403,141.03006
TEST_0404,112.92333
TEST_0405,96.13487
TEST_0406,20.363018
TEST_0407,65.66143
TEST_0408,168.20085
TEST_0409,187.61214
TEST_0410,106.10466
TEST_0411,222.75673
TEST_0412,7.9041576
TEST_0413,50.924583
TEST_0414,164.20964
TEST_0415,9.801554
TEST_0416,52.277927
TEST_0417,83.154564
TEST_0418,17.396828
TEST_0419,7.6225743
TEST_0420,162.22673
TEST_0421,34.271114
TEST_0422,80.87048
TEST_0423,71.78295
TEST_0424,135.31444
TEST_0425,47.00206
TEST_0426,41.28002
TEST_0427,9.911804
TEST_0428,64.021904
TEST_0429,94.9285
TEST_0430,108.75448
TEST_0431,213.37299
TEST_0432,52.57319
TEST_0433,2.560295
TEST_0434,187.06282
TEST_0435,39.26644
TEST_0436,55.337242
TEST_0437,163.18784
TEST_0438,48.280575
TEST_0439,181.66724
TEST_0440,223.25487
TEST_0441,44.90312
TEST_0442,46.161736
TEST_0443,69.1268
TEST_0444,220.41068
TEST_0445,143.78543
TEST_0446,159.68054
TEST_0447,44.254562
TEST_0448,84.30692
TEST_0449,48.825195
TEST_0450,103.68198
TEST_0451,125.537865
TEST_0452,74.318245
TEST_0453,50.79646
TEST_0454,33.692432
TEST_0455,41.843384
TEST_0456,120.41061
TEST_0457,149.94016
TEST_0458,174.94472
TEST_0459,148.97688
TEST_0460,91.95269
TEST_0461,193.54156
TEST_0462,69.61206
TEST_0463,111.62299
TEST_0464,96.158905
TEST_0465,36.61559
TEST_0466,103.70368
TEST_0467,53.970356
TEST_0468,145.07217
TEST_0469,4.9995904
TEST_0470,93.40251
TEST_0471,30.245598
TEST_0472,50.35339
TEST_0473,22.923197
TEST_0474,187.83359
TEST_0475,181.04436
TEST_0476,24.924038
TEST_0477,37.959644
TEST_0478,25.415176
TEST_0479,32.00801
TEST_0480,45.12807
TEST_0481,23.800991
TEST_0482,193.9948
TEST_0483,135.32631
TEST_0484,55.96221
TEST_0485,7.7898374
TEST_0486,3.1049664
TEST_0487,224.15286
TEST_0488,17.724041
TEST_0489,8.033042
TEST_0490,192.15279
TEST_0491,88.395256
TEST_0492,79.2565
TEST_0493,43.714767
TEST_0494,91.47766
TEST_0495,50.07851
TEST_0496,21.964882
TEST_0497,18.154789
TEST_0498,128.4742
TEST_0499,124.15841
TEST_0500,15.765823
TEST_0501,117.551636
TEST_0502,174.74106
TEST_0503,21.906078
TEST_0504,103.533905
TEST_0505,20.45096
TEST_0506,157.22537
TEST_0507,65.25041
TEST_0508,183.38014
TEST_0509,121.943275
TEST_0510,70.522415
TEST_0511,81.373116
TEST_0512,32.10642
TEST_0513,49.92254
TEST_0514,61.971237
TEST_0515,138.72765
TEST_0516,150.54013
TEST_0517,6.886986
TEST_0518,180.34007
TEST_0519,26.961502
TEST_0520,61.307327
TEST_0521,90.120995
TEST_0522,210.4951
TEST_0523,113.30852
TEST_0524,100.03914
TEST_0525,71.31178
TEST_0526,112.30463
TEST_0527,7.803012
TEST_0528,170.67462
TEST_0529,191.19244
TEST_0530,69.54192
TEST_0531,124.58018
TEST_0532,28.827251
TEST_0533,137.47589
TEST_0534,102.67274
TEST_0535,109.62014
TEST_0536,4.766708
TEST_0537,129.0238
TEST_0538,60.71962
TEST_0539,42.515846
TEST_0540,127.66043
TEST_0541,12.622673
TEST_0542,140.48709
