ID,Calories_Burned
TEST_0000,171.2538305454084
TEST_0001,194.6868365978244
TEST_0002,52.14407295425749
TEST_0003,157.90480799828853
TEST_0004,217.14338351908114
TEST_0005,179.23837471884843
TEST_0006,96.47990907807115
TEST_0007,46.1917583416727
TEST_0008,80.23866464718407
TEST_0009,58.37825223310576
TEST_0010,127.89658970707788
TEST_0011,54.40968021142158
TEST_0012,12.37174182903952
TEST_0013,158.41954463957944
TEST_0014,211.31961459618816
TEST_0015,13.014495593400733
TEST_0016,100.30764533479264
TEST_0017,132.28755615778405
TEST_0018,162.39556301356092
TEST_0019,7.868400695660119
TEST_0020,53.22790468840639
TEST_0021,93.36730531456911
TEST_0022,27.34148546744166
TEST_0023,88.26951098553148
TEST_0024,20.15918401441941
TEST_0025,138.32066027306027
TEST_0026,96.36695229242137
TEST_0027,197.41917088765206
TEST_0028,127.49662617787224
TEST_0029,100.44003373839368
TEST_0030,25.31712280855771
TEST_0031,238.41853655570551
TEST_0032,57.031926571821174
TEST_0033,47.30628519113531
TEST_0034,124.50566920738186
TEST_0035,120.15915845353773
TEST_0036,35.52526131446999
TEST_0037,131.9819273062162
TEST_0038,11.638646847658043
TEST_0039,128.69641535762986
TEST_0040,207.27669415565867
TEST_0041,168.10885328914006
TEST_0042,143.8879985538015
TEST_0043,60.1833441519444
TEST_0044,64.5619754119712
TEST_0045,51.46658154865764
TEST_0046,73.77226991138733
TEST_0047,201.6232616574173
TEST_0048,132.65874184935797
TEST_0049,128.63131247594887
TEST_0050,10.574073369178882
TEST_0051,110.07277794775713
TEST_0052,158.0104994280396
TEST_0053,97.84885456132443
TEST_0054,67.60163337980447
TEST_0055,92.3329439237663
TEST_0056,170.11935092020317
TEST_0057,17.72988341318328
TEST_0058,32.2107617551137
TEST_0059,98.04774512475828
TEST_0060,40.18532876524931
TEST_0061,107.63115086366673
TEST_0062,89.9498362824966
TEST_0063,50.06961366998768
TEST_0064,35.1551208805763
TEST_0065,134.80382127957304
TEST_0066,233.0465843598882
TEST_0067,127.03154758871253
TEST_0068,99.39557486144835
TEST_0069,42.80770023450684
TEST_0070,128.66383862261543
TEST_0071,31.235647036345235
TEST_0072,8.628938553215255
TEST_0073,154.76274322899323
TEST_0074,31.191149436249603
TEST_0075,89.48198461433947
TEST_0076,63.73703946484707
TEST_0077,70.91681528555665
TEST_0078,46.10608607976169
TEST_0079,177.71783896276577
TEST_0080,167.79501666514167
TEST_0081,138.91632557982683
TEST_0082,95.77836272738894
TEST_0083,107.28686542077568
TEST_0084,59.839608428927406
TEST_0085,185.81627012728887
TEST_0086,130.38141362363984
TEST_0087,17.224462555496128
TEST_0088,151.69743945235973
TEST_0089,42.58853707891632
TEST_0090,40.626277100059134
TEST_0091,37.15296071569641
TEST_0092,26.694611888685152
TEST_0093,193.53064166105634
TEST_0094,6.86548895609218
TEST_0095,10.089453887193244
TEST_0096,239.0083290908225
TEST_0097,129.51676104150405
TEST_0098,192.41373093191348
TEST_0099,170.8922642874096
TEST_0100,13.067671746210443
TEST_0101,100.97517735463713
TEST_0102,186.87610831788044
TEST_0103,163.10777113339873
TEST_0104,62.48127270677601
TEST_0105,160.62924360237358
TEST_0106,35.754693142373775
TEST_0107,19.17730220307427
TEST_0108,183.92673723153763
TEST_0109,29.017960160754278
TEST_0110,109.96570100668963
TEST_0111,182.37009911891747
TEST_0112,45.95924388544333
TEST_0113,146.75797884850158
TEST_0114,53.87496859715361
TEST_0115,83.65263323135565
TEST_0116,81.50259303004742
TEST_0117,64.70113092885995
TEST_0118,14.368909650563232
TEST_0119,7.085783839397892
TEST_0120,181.60435654623157
TEST_0121,50.32942076009371
TEST_0122,41.34048624570174
TEST_0123,19.01801930056366
TEST_0124,32.83085980589892
TEST_0125,99.9807968203145
TEST_0126,45.7076972488909
TEST_0127,56.996483268219635
TEST_0128,105.59990483782653
TEST_0129,77.33528742711395
TEST_0130,59.67188570934202
TEST_0131,199.48768213845224
TEST_0132,67.56108489109133
TEST_0133,139.3382760002871
TEST_0134,110.54819259077256
TEST_0135,75.39445958230921
TEST_0136,74.96129129134798
TEST_0137,63.49554837271581
TEST_0138,172.9113960825896
TEST_0139,22.18969319292168
TEST_0140,113.29339670812502
TEST_0141,16.028614758200337
TEST_0142,108.68403226143506
TEST_0143,38.22586613689256
TEST_0144,11.642933029689607
TEST_0145,34.22756716901187
TEST_0146,159.03385062486532
TEST_0147,86.99343897934797
TEST_0148,121.2478802562172
TEST_0149,87.1839230218354
TEST_0150,42.54819702659149
TEST_0151,79.14484696608405
TEST_0152,70.76625825648904
TEST_0153,19.643187769139733
TEST_0154,96.46112366784389
TEST_0155,56.479580490911964
TEST_0156,137.50679041379735
TEST_0157,37.708212550669884
TEST_0158,196.0763032222618
TEST_0159,42.210197147624775
TEST_0160,130.6943421793912
TEST_0161,101.91271675915732
TEST_0162,116.4976467161968
TEST_0163,148.41883363632462
TEST_0164,59.48462750867427
TEST_0165,32.457668940143634
TEST_0166,43.45504222617988
TEST_0167,126.2952616713352
TEST_0168,203.6529814145263
TEST_0169,112.0088274957957
TEST_0170,74.59263698497584
TEST_0171,80.73618590396477
TEST_0172,5.881719311069711
