id,count
0,86.26809
1,235.33435
2,84.09
4,97.6737
5,120.4882
10,128.3692
11,131.69081
12,219.25414
15,58.19569
17,41.226974
18,222.11835
23,217.9337
25,170.28577
26,72.08016
31,201.44244
39,189.05496
40,38.40012
41,160.73915
42,
43,182.85631
51,217.70883
52,49.31447
54,75.11837
60,167.01309
61,194.84729
62,147.5358
63,25.666084
65,138.33693
66,125.88253
68,187.52234
71,38.40531
80,79.234764
82,
94,192.72711
98,206.99512
101,73.02739
102,176.20033
107,128.46207
112,230.67047
113,64.13974
115,
116,166.63138
120,85.24861
121,59.444702
122,230.51816
132,171.00551
143,61.816437
147,
150,57.97202
151,58.09934
152,212.69498
153,79.421936
155,75.498375
156,129.25226
159,203.30922
161,81.656586
163,77.29524
177,178.34135
186,68.5985
188,53.771793
190,70.06102
191,85.418144
192,178.67348
195,220.62369
200,179.43001
209,213.74242
210,55.589764
211,237.97176
214,168.47412
215,80.63624
218,148.63368
219,34.171734
222,97.817474
225,45.785927
228,233.12753
236,216.0154
241,71.88164
242,182.80766
243,228.153
245,61.278606
247,223.10655
251,192.02422
252,77.80701
253,58.29585
254,66.10992
258,211.2837
260,
261,185.49353
265,55.1253
266,206.02223
267,199.01166
269,171.50584
270,
275,152.76697
278,69.33508
279,43.25639
286,100.60593
287,54.417004
288,206.60924
289,176.47824
293,76.62159
294,180.28368
297,
302,106.1345
303,68.40727
304,126.40417
307,140.27817
309,56.303955
311,209.81053
312,159.74947
314,213.74799
315,221.6426
319,194.63469
322,156.53386
323,
325,192.93816
327,207.11835
330,48.053753
332,205.76164
333,72.92516
338,161.92792
341,77.78197
345,170.32123
348,153.29489
349,89.231895
350,124.1171
352,
355,32.704483
356,
358,
363,176.85696
369,195.127
371,60.36299
372,201.3991
375,226.2992
380,192.82124
388,74.81962
391,
392,181.10059
393,219.1103
394,84.2946
396,48.89629
401,45.482224
407,36.60136
409,78.19409
410,132.26628
416,106.16629
418,120.94716
420,197.3837
421,217.23344
422,193.15346
424,230.56378
428,195.755
429,221.14958
431,166.4081
435,22.041687
439,109.95902
441,61.86811
447,64.80079
449,202.33109
451,207.4737
452,72.085785
454,179.55804
458,220.94365
463,183.44072
467,64.41023
470,153.87305
471,158.11928
474,215.29555
478,85.76042
483,100.23882
484,165.03328
485,71.18488
486,177.28078
491,127.795525
494,99.66672
495,192.30084
497,185.47191
499,218.12964
515,137.45686
518,187.14088
521,97.81074
525,
529,203.91147
532,174.2721
534,44.820107
540,67.57204
544,230.59137
547,190.70146
549,84.832214
563,46.16085
564,210.65302
567,109.4287
572,163.66386
577,182.95396
578,228.49788
585,216.62839
588,206.90216
589,178.97554
590,133.26094
592,71.76887
594,154.42714
596,61.93877
598,215.48515
599,187.30846
605,70.96632
606,156.91122
607,194.23239
608,198.86447
609,
610,199.7525
611,92.004005
614,
615,170.97198
616,200.78224
617,159.16673
618,193.06488
624,111.33127
629,193.47308
631,89.901306
633,82.85755
637,64.347855
638,149.76303
643,
644,175.31232
645,53.25748
646,179.37491
648,164.6642
650,62.55732
651,94.875305
652,230.37772
656,156.35225
657,90.00272
659,68.07192
660,171.58282
662,151.36713
665,215.74007
675,
681,164.49629
682,183.02762
685,58.02775
686,208.78217
689,60.527836
696,162.94096
703,187.46634
704,123.932236
705,154.79109
714,190.9784
717,66.296295
718,73.82359
720,70.22867
721,228.02353
723,200.4473
726,90.42319
728,191.63127
730,99.66829
731,73.21538
734,233.99693
737,41.090427
738,67.37889
745,209.99974
746,69.61124
749,186.67479
752,58.38696
753,75.05666
758,192.30342
765,80.828995
766,211.22743
768,58.08894
769,208.2586
774,181.4852
775,116.73945
781,
784,208.78755
794,100.37737
795,221.80188
796,60.64192
802,153.78183
803,103.46265
805,54.9073
806,222.75034
807,132.64769
809,42.025616
810,201.92844
812,83.33488
814,106.7408
818,196.91159
819,222.32736
825,6.337203
836,80.75096
839,167.74677
847,217.70398
848,75.44294
851,187.36212
852,177.95743
853,59.598217
857,190.9643
858,88.45482
859,196.3208
861,8.030071
867,151.2098
870,176.7946
871,214.8556
872,233.04715
874,238.65962
881,219.9782
886,173.24814
