id,count
0,125.03644
1,220.17961
2,30.418602
4,33.130142
5,70.52146
10,131.00793
11,225.14711
12,267.17892
15,26.93501
17,63.41408
18,292.9393
23,242.24747
25,137.38782
26,44.142757
31,208.34293
39,209.7784
40,32.120796
41,107.04034
42,
43,163.8786
51,235.36777
52,67.922325
54,19.611021
60,128.59586
61,149.73662
62,134.14508
63,23.118471
65,111.56689
66,165.13411
68,227.41512
71,85.52164
80,31.385315
82,
94,128.48329
98,265.13623
101,55.590683
102,157.75243
107,105.60117
112,288.84018
113,127.30884
115,
116,144.09692
120,227.29547
121,196.33163
122,342.60287
132,208.54092
143,83.146645
147,
150,22.99986
151,91.20356
152,282.56033
153,97.214554
155,121.99336
156,128.90012
159,199.16689
161,120.356155
163,52.876835
177,172.4293
186,34.527256
188,20.89779
190,27.211372
191,99.72646
192,230.69028
195,313.07065
200,208.17758
209,317.56592
210,22.906122
211,238.17334
214,211.77591
215,39.037174
218,117.607635
219,37.99931
222,122.48446
225,20.597424
228,317.7293
236,219.22408
241,29.318987
242,233.46512
243,254.54233
245,34.60372
247,235.50623
251,182.22813
252,48.83692
253,80.726166
254,136.17722
258,252.57837
260,
261,153.19434
265,86.94286
266,256.15552
267,253.15712
269,206.23503
270,
275,114.986336
278,58.275703
279,70.880585
286,68.798065
287,27.614805
288,181.1116
289,194.46045
293,20.900307
294,208.09935
297,
302,173.13509
303,91.207634
304,81.768845
307,101.17321
309,24.023415
311,208.49533
312,118.84254
314,208.26897
315,262.1146
319,202.20639
322,134.03064
323,
325,149.53877
327,259.23358
330,48.558887
332,224.38995
333,22.647806
338,97.897255
341,87.49643
345,79.82538
348,190.9216
349,55.25523
350,95.43594
352,
355,20.06092
356,
358,
363,168.02762
369,165.51485
371,21.963045
372,161.34474
375,288.30164
380,148.92729
388,42.620716
391,
392,293.0666
393,330.75134
394,176.79956
396,47.24324
401,25.51467
407,77.08933
409,86.601746
410,172.6164
416,114.987015
418,126.11177
420,170.23987
421,258.39612
422,184.0579
424,290.93332
428,259.66888
429,263.17523
431,212.44746
435,36.867794
439,88.98383
441,87.04775
447,77.569046
449,184.50153
451,173.18974
452,25.883518
454,219.64313
458,268.67224
463,125.7724
467,24.095865
470,161.48277
471,172.67825
474,295.56445
478,30.895468
483,199.78107
484,152.788
485,91.30949
486,119.720505
491,119.90189
494,85.81689
495,232.75151
497,210.56831
499,203.74425
515,113.39488
518,230.33496
521,226.01447
525,
529,270.59424
532,137.63974
534,96.830154
540,77.58447
544,274.6033
547,190.46268
549,54.426815
563,52.67358
564,141.67511
567,177.25061
572,129.7797
577,170.53352
578,301.3203
585,261.29132
588,175.35216
589,143.52045
590,110.64025
592,25.725634
594,150.5762
596,19.942556
598,267.66132
599,157.04778
605,41.541607
606,142.42061
607,254.53595
608,213.4947
609,
610,269.50046
611,129.85323
614,
615,253.26332
616,266.91193
617,143.30743
618,246.20435
624,183.47679
629,114.50902
631,102.53864
633,145.84422
637,45.162884
638,116.203964
643,
644,188.03883
645,56.955173
646,174.87903
648,230.84445
650,21.24439
651,220.25562
652,248.22818
656,181.20169
657,18.665586
659,91.96023
660,213.50491
662,111.94426
665,322.68896
675,
681,181.61224
682,195.97949
685,22.647762
686,196.97374
689,38.0762
696,130.39435
703,185.64229
704,119.52236
705,208.23605
714,229.08319
717,87.627075
718,22.284492
720,50.020966
721,302.63287
723,195.59372
726,248.46431
728,156.35925
730,178.30807
731,40.03302
734,278.48776
737,87.99288
738,23.179394
745,196.48508
746,28.21414
749,278.95602
752,29.81403
753,212.64589
758,228.69765
765,47.71435
766,271.27713
768,85.98269
769,220.09616
774,150.42038
775,96.40205
781,
784,328.68674
794,28.612314
795,240.76782
796,91.38152
802,111.074936
803,273.6214
805,40.562595
806,249.15665
807,106.276794
809,20.8065
810,187.46536
812,231.38725
814,154.05702
818,281.90732
819,156.65318
825,13.49978
836,96.50553
839,132.78065
847,258.38028
848,175.39073
851,158.56274
852,144.39839
853,82.112175
857,170.87799
858,63.665672
859,223.54321
861,24.577463
867,116.935616
870,270.22394
871,209.59967
872,260.05426
874,357.15762
881,213.26172
886,143.20259
890,
895,164.80365
899,100.001785
900,309.68262
901,224.96136
902,293.14294
903,16.197937
913,247.43198
918,230.72891
923,232.78613
924,63.324123
926,44.443264
927,21.443233
930,211.71252
934,40.95266
937,214.34775
939,213.4454
941,67.50829
942,328.20114
946,261.72617
950,107.48506
953,93.5292
959,47.867065
961,31.934404
962,74.2823
964,104.57421
969,192.62427
971,127.17339
976,21.412893
978,256.42908
980,257.08252
981,166.0066
990,265.16486
993,18.916677
996,21.144793
998,299.7066
999,197.40327
1006,140.75882
1008,22.832895
1013,26.181293
1015,102.669846
1016,135.1534
1022,242.92656
1026,255.01068
1028,262.40256
1031,36.745167
1034,
1037,246.26698
1040,
1042,22.05976
1046,20.758423
1048,108.238045
1049,138.0921
1050,
1051,180.75568
1052,229.87996
1055,182.21457
1060,143.93912
1064,38.56764
1066,103.49201
1071,127.549324
1073,25.916248
1089,200.55907
1091,105.620186
1092,42.32883
1093,204.54628
1096,269.37033
1097,215.51413
1098,25.830296
1099,43.685524
1102,152.87459
1107,137.53897
1109,24.660856
1111,66.62189
1112,117.55945
1114,327.8589
1116,279.63626
1117,143.08905
1118,91.9696
1122,
1124,188.9023
1127,177.9583
1133,256.45227
1134,57.801773
1135,234.9146
1139,287.7588
1143,
1150,162.50568
1151,112.59473
1153,277.01843
1155,50.764492
1162,42.072926
1163,251.17604
1166,26.71792
1171,90.47013
1172,23.406944
1173,241.95233
1174,120.00955
1177,99.56571
1178,114.622
1184,216.58432
1185,121.54659
1186,172.93555
1187,178.84535
1188,276.65924
1191,166.36865
1207,98.64318
1213,48.056976
1215,139.04388
1223,218.46617
1227,124.39736
1236,
1237,
1238,30.338491
1241,30.148855
1248,23.49275
1250,39.19255
1251,168.8876
1253,137.49266
1255,101.055
1257,227.4011
1261,136.91647
1262,298.43768
1265,160.09155
1273,199.54068
1277,245.0607
1278,126.627144
1280,129.44617
1284,177.8863
1285,273.1899
1288,41.84467
1295,120.12708
1297,292.95615
1299,266.5164
1304,183.24579
1308,65.5506
1310,96.96763
1311,123.62055
1314,59.095684
1315,137.91412
1318,81.32934
1320,294.06146
1321,281.47586
1322,236.43787
1330,136.82518
1333,179.89386
1334,277.3581
1341,181.93988
1344,197.61577
1351,262.14093
1354,71.85538
1356,
1363,134.14104
1365,201.08333
1369,141.31546
1373,154.91478
1375,119.68852
1377,88.212616
1379,170.05017
1380,265.78973
1381,116.766975
1384,218.17245
1390,233.65733
1393,239.91415
1395,
1399,261.75122
1400,72.63552
1401,127.976524
1404,182.384
1408,27.413338
1409,43.568424
1413,246.80937
1416,297.85278
1418,116.34091
1423,76.997925
1424,33.454716
1425,22.649145
1433,298.55386
1434,148.28487
1436,272.2672
1442,250.0953
1444,96.994896
1445,181.39587
1452,230.18594
1455,183.70908
1462,
1467,56.947998
1472,59.692516
1475,128.5761
1493,124.37444
1501,258.0899
