id,count
0,98.473885
1,231.41339
2,74.42724
4,108.67308
5,107.89187
10,143.09294
11,148.19412
12,204.8824
15,73.40677
17,39.103672
18,223.87769
23,216.83867
25,171.89328
26,86.04207
31,199.39133
39,186.77011
40,59.28105
41,143.59593
42,
43,186.03914
51,220.30702
52,69.13853
54,93.40728
60,173.2954
61,192.68419
62,157.2032
63,53.8245
65,148.92659
66,134.23338
68,185.44496
71,60.44265
80,94.412674
82,
94,192.25945
98,210.45772
101,86.32316
102,178.95653
107,113.24172
112,221.09344
113,79.744125
115,
116,172.25273
120,99.05408
121,79.23851
122,228.17824
132,175.87834
143,58.981064
147,
150,72.72087
151,74.956375
152,213.84752
153,99.969635
155,80.229385
156,120.15459
159,203.12245
161,95.28575
163,93.11145
177,182.67816
186,92.122246
188,76.500595
190,89.88399
191,99.67595
192,178.38963
195,214.94249
200,183.20238
209,214.91933
210,73.22888
211,232.44911
214,178.15883
215,94.35326
218,155.4892
219,49.10518
222,110.29379
225,66.94797
228,230.37782
236,215.50822
241,87.45277
242,187.67213
243,228.60008
245,80.92975
247,219.67451
251,195.0601
252,93.490524
253,72.35916
254,80.494316
258,215.25906
260,
261,183.14015
265,77.74082
266,207.97734
267,199.35985
269,176.19456
270,
275,152.76631
278,89.44063
279,60.33043
286,116.235214
287,74.45679
288,207.59834
289,182.58153
293,93.06471
294,183.98918
297,
302,113.44419
303,73.91919
304,113.70087
307,144.76556
309,69.04508
311,208.48145
312,137.77965
314,210.52208
315,221.7971
319,196.26964
322,166.05412
323,
325,189.30186
327,207.99876
330,70.892075
332,206.3816
333,89.42927
338,163.2527
341,82.930664
345,148.58821
348,165.64917
349,106.19191
350,133.23357
352,
355,55.636112
356,
358,
363,182.13771
369,197.96532
371,73.90857
372,200.10738
375,222.14342
380,192.4193
388,93.929245
391,
392,186.88686
393,220.47803
394,94.45007
396,70.54724
401,67.15148
407,57.053555
409,94.06102
410,140.99783
416,119.89429
418,132.94185
420,199.80098
421,209.18178
422,198.56718
424,227.71025
428,195.37239
429,211.398
431,171.97836
435,22.241821
439,119.92739
441,57.12808
447,84.14946
449,197.73132
451,208.81259
452,90.34683
454,179.17201
458,208.84052
463,182.48746
467,77.81595
470,138.88246
471,163.50865
474,212.42033
478,100.026535
483,113.77217
484,164.56642
485,91.34135
486,176.19072
491,130.87666
494,106.6051
495,190.85402
497,185.72688
499,214.89043
515,148.14851
518,192.2774
521,110.94786
525,
529,206.1874
532,178.83086
534,75.29992
540,88.1703
544,226.5655
547,192.9438
549,101.916046
563,64.34688
564,207.49461
567,117.67965
572,163.83022
577,181.6014
578,228.02367
585,212.72849
588,203.37508
589,177.24669
590,143.93253
592,87.22679
594,141.56894
596,81.09827
598,208.99649
599,189.07248
605,93.10315
606,164.91872
607,197.17476
608,200.06114
609,
610,204.52861
611,113.04759
614,
615,182.21999
616,199.56168
617,166.2855
618,192.29597
624,122.7359
629,193.18803
631,108.19951
633,96.10362
637,87.64499
638,154.02492
643,
644,180.43224
645,74.23529
646,178.94966
648,172.85265
650,85.35952
651,107.90973
652,226.4116
656,165.15764
657,101.814445
659,80.44603
660,172.57758
662,154.42885
665,216.6605
675,
681,169.44868
682,190.50835
685,76.148506
686,209.84785
689,81.22041
696,170.11113
703,187.73663
704,129.71962
705,165.90877
714,192.46922
717,82.11487
718,91.16542
720,88.35323
721,222.52126
723,201.14641
726,102.081024
728,187.85933
730,109.13861
731,92.334946
734,230.49815
737,67.868866
738,88.1216
745,210.6053
746,85.65756
749,189.49446
752,76.84515
753,88.682846
758,193.79668
765,97.792755
766,204.37366
768,78.12868
769,207.48207
774,187.85017
775,131.04387
781,
784,210.73546
794,115.07169
795,223.41994
796,82.72441
802,134.30312
803,115.64783
805,74.33381
806,216.7971
807,139.62126
809,63.939423
810,206.7324
812,97.716866
814,117.733086
818,198.81476
819,219.01286
825,2.847559
836,99.0829
839,173.3342
847,217.3087
848,96.52357
851,184.46474
852,181.88544
853,55.54034
857,193.38197
858,104.13037
859,197.30724
861,12.058867
867,153.95647
870,183.32642
871,210.26762
872,229.53716
874,231.29152
881,220.78847
886,177.77031
890,
895,186.59868
899,83.19147
900,208.68004
901,216.0447
902,207.43074
903,94.520874
