Id,SalePrice
1461,128442.96
1462,448248.3
1463,217706.86
1464,218816.95
1465,215864.4
1466,200720.69
1467,0.0
1468,189635.1
1469,204286.25
1470,130932.69
1471,254437.7
1472,116090.22
1473,110835.81
1474,169641.62
1475,120942.26
1476,389370.62
1477,276274.7
1478,325189.16
1479,308707.78
1480,378230.47
1481,346178.53
1482,230292.05
1483,207440.75
1484,177948.95
1485,198848.08
1486,224077.1
1487,360717.4
1488,277462.84
1489,225061.73
1490,285871.97
1491,217602.67
1492,99170.63
1493,201660.48
1494,291456.2
1495,320526.9
1496,284571.0
1497,204403.45
1498,187798.38
1499,194139.6
1500,174809.58
1501,0.0
1502,0.0
1503,286617.44
1504,277060.44
1505,269678.1
1506,0.0
1507,289695.75
1508,0.0
1509,185645.47
1510,163410.4
1511,152963.02
1512,221907.03
1513,0.0
1514,0.0
1515,254996.77
1516,182396.25
1517,145330.31
1518,138298.5
1519,165856.12
1520,0.0
1521,165553.84
1522,206206.89
1523,116925.54
1524,142700.77
1525,138210.06
1526,102603.01
1527,122302.7
1528,151979.17
1529,152088.56
1530,214016.56
1531,108480.53
1532,0.0
1533,190485.3
1534,136246.02
1535,182118.55
1536,0.0
1537,62966.188
1538,178959.31
1539,231165.89
1540,0.0
1541,157897.02
1542,175864.56
1543,0.0
1544,109842.3
1545,110168.86
1546,142183.16
1547,147811.12
1548,144143.28
1549,125864.07
1550,150459.83
1551,151549.17
1552,174598.03
1553,0.0
1554,138677.64
1555,163020.97
1556,91394.34
1557,0.0
1558,107474.305
1559,0.0
1560,156844.39
1561,0.0
1562,140153.42
1563,135117.52
1564,0.0
1565,155118.12
1566,0.0
1567,92373.79
1568,0.0
1569,129688.06
1570,134084.42
1571,121395.72
1572,166059.98
1573,293507.72
1574,0.0
1575,304714.7
1576,293788.53
1577,204502.56
1578,167610.05
1579,160949.73
1580,0.0
1581,174413.77
1582,142025.5
1583,336706.3
1584,243401.1
1585,0.0
1586,92597.914
1587,111396.71
1588,164552.84
1589,115795.89
1590,157245.61
1591,0.0
1592,140134.33
1593,0.0
1594,0.0
1595,0.0
1596,223054.11
1597,171960.95
1598,216891.5
1599,196447.08
1600,190648.58
1601,87485.516
1602,147114.84
1603,102392.81
1604,294374.4
1605,280304.22
1606,171168.98
1607,0.0
1608,243145.73
1609,208920.78
1610,172483.22
1611,153485.11
1612,187795.31
1613,0.0
1614,140173.8
1615,0.0
1616,0.0
1617,98466.56
1618,135906.44
1619,160961.53
1620,128944.516
1621,165686.58
1622,157860.4
1623,277259.0
1624,252324.42
1625,131507.33
1626,201668.75
1627,220180.38
1628,0.0
1629,129481.79
1630,401750.84
1631,222303.62
1632,256466.0
1633,185899.69
1634,216071.55
1635,0.0
1636,169253.38
1637,232618.1
1638,0.0
1639,207407.89
1640,0.0
1641,216352.6
1642,274502.22
1643,0.0
1644,0.0
1645,0.0
1646,181745.08
1647,182987.3
1648,0.0
1649,0.0
1650,132847.31
1651,144102.58
1652,115940.016
1653,128032.91
1654,171467.06
1655,173539.72
1656,167297.56
1657,170066.31
1658,175487.62
1659,126340.47
1660,0.0
1661,473841.62
1662,417664.44
1663,403781.3
1664,474288.0
1665,336615.97
1666,347615.44
1667,394033.75
1668,368589.06
1669,326867.72
1670,375135.3
1671,288895.97
1672,442301.9
1673,328552.9
1674,281451.34
1675,223003.97
1676,223246.53
1677,238193.27
1678,416974.47
1679,397332.88
1680,359796.84
1681,282256.88
1682,311396.56
1683,206581.72
1684,188682.89
1685,189346.98
1686,190503.88
1687,180348.2
1688,219771.67
1689,215660.97
1690,0.0
1691,0.0
1692,0.0
1693,160026.27
1694,211349.75
1695,178667.73
1696,0.0
1697,186125.78
1698,360849.12
1699,0.0
1700,263172.9
1701,0.0
1702,276704.75
1703,281333.47
1704,331050.84
1705,262615.62
1706,396777.78
1707,0.0
1708,225986.78
1709,301105.88
1710,268299.1
1711,306341.62
1712,306000.78
1713,330931.6
1714,253382.06
1715,238199.84
1716,201727.39
1717,177225.0
1718,0.0
1719,227468.16
1720,247547.56
1721,183893.89
1722,0.0
1723,178838.53
1724,253760.23
1725,266061.9
1726,184865.08
1727,179194.66
1728,188080.3
1729,0.0
1730,164453.94
1731,165130.42
1732,0.0
1733,0.0
1734,0.0
1735,0.0
