Id,SalePrice
1461,120794.58
1462,783499.7
1463,188808.42
1464,202894.22
1465,195786.86
1466,190305.86
1467,0.0
1468,174201.11
1469,204140.45
1470,106346.305
1471,248767.53
1472,132241.19
1473,107282.06
1474,156148.77
1475,116036.17
1476,381124.44
1477,272045.6
1478,309776.22
1479,307074.34
1480,417074.06
1481,342790.53
1482,218198.23
1483,184655.4
1484,173066.97
1485,184754.86
1486,219152.27
1487,356550.6
1488,278962.44
1489,209430.66
1490,273338.22
1491,211781.16
1492,108975.39
1493,176475.73
1494,285646.75
1495,311384.4
1496,295840.22
1497,193918.36
1498,190196.03
1499,183144.95
1500,165576.31
1501,0.0
1502,0.0
1503,330736.78
1504,266920.38
1505,263728.3
1506,0.0
1507,271694.97
1508,0.0
1509,168514.66
1510,152445.11
1511,159192.94
1512,219364.95
1513,0.0
1514,0.0
1515,230912.75
1516,180930.6
1517,162467.02
1518,134053.11
1519,151116.14
1520,0.0
1521,140941.17
1522,198108.94
1523,109333.03
1524,133105.83
1525,154454.77
1526,80236.33
1527,116271.91
1528,134947.72
1529,145378.48
1530,230433.05
1531,123053.49
1532,0.0
1533,198057.8
1534,139806.4
1535,164937.94
1536,0.0
1537,62506.07
1538,196692.66
1539,233709.02
1540,0.0
1541,145489.81
1542,195908.55
1543,0.0
1544,115882.51
1545,102487.76
1546,135981.25
1547,156223.33
1548,151851.48
1549,111906.82
1550,140909.19
1551,141890.1
1552,181651.89
1553,0.0
1554,139806.02
1555,155353.61
1556,103335.37
1557,0.0
1558,95921.336
1559,0.0
1560,144511.8
1561,0.0
1562,130429.39
1563,126759.15
1564,0.0
1565,153359.08
1566,0.0
1567,86014.51
1568,0.0
1569,112686.31
1570,107639.99
1571,118399.57
1572,150665.17
1573,281664.03
1574,0.0
1575,286724.62
1576,294225.75
1577,193837.92
1578,159258.6
1579,147488.34
1580,0.0
1581,167646.4
1582,128675.4
1583,348913.03
1584,233676.89
1585,0.0
1586,100516.25
1587,95984.04
1588,171840.34
1589,100880.664
1590,154505.61
1591,0.0
1592,127434.57
1593,0.0
1594,0.0
1595,0.0
1596,209153.73
1597,158401.08
1598,187854.73
1599,199166.05
1600,180030.23
1601,74765.92
1602,141176.19
1603,109196.56
1604,297770.38
1605,269894.84
1606,155191.64
1607,0.0
1608,239759.81
1609,205717.61
1610,147510.62
1611,145400.75
1612,179603.72
1613,0.0
1614,137696.98
1615,0.0
1616,0.0
1617,95032.97
1618,124087.75
1619,159304.77
1620,122259.24
1621,152696.81
1622,161366.66
1623,261155.84
1624,236284.12
1625,127142.52
1626,190727.33
1627,193747.45
1628,0.0
1629,122819.71
1630,401387.8
1631,221190.1
1632,260941.23
1633,172628.67
1634,201456.4
1635,0.0
1636,154170.67
1637,222005.69
1638,0.0
1639,196577.4
1640,0.0
1641,185477.6
1642,279580.34
1643,0.0
1644,0.0
1645,0.0
1646,166328.78
1647,164449.77
1648,0.0
1649,0.0
1650,133452.12
1651,127534.89
1652,119206.59
1653,130515.15
1654,158903.81
1655,160224.36
1656,148488.61
1657,163357.4
1658,165485.77
1659,134154.88
1660,0.0
1661,419764.25
1662,398833.75
1663,401837.25
1664,461197.9
1665,339577.2
1666,337433.16
1667,361349.88
1668,376555.66
1669,328619.62
1670,383472.06
1671,289925.97
1672,454009.03
1673,316236.62
1674,282857.7
1675,213128.52
1676,229389.94
1677,229421.58
1678,462402.8
1679,391549.4
1680,361100.8
1681,282327.84
1682,310968.84
1683,191782.9
1684,185936.42
1685,193541.31
1686,182222.69
1687,177172.9
1688,217368.94
1689,220434.36
1690,0.0
1691,0.0
1692,0.0
1693,136040.92
1694,189640.72
1695,150295.56
1696,0.0
1697,164022.06
1698,341688.1
1699,0.0
1700,254348.55
1701,0.0
1702,273851.4
1703,280359.56
1704,325065.78
1705,257900.33
1706,393593.88
1707,0.0
1708,213247.25
1709,296400.47
1710,257106.34
1711,289821.12
1712,301447.6
1713,320324.06
1714,251089.55
1715,231611.14
1716,198900.08
1717,175047.45
1718,0.0
1719,221077.52
1720,230040.98
1721,176116.45
1722,0.0
1723,161833.14
1724,249354.97
1725,258872.95
1726,166274.95
1727,171145.45
1728,174115.47
1729,0.0
1730,147531.39
1731,175410.16
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,145768.2
1737,0.0
1738,0.0
1739,295643.97
1740,0.0
1741,0.0
1742,201457.58
1743,201748.42
1744,0.0
1745,244625.28
1746,209753.89
1747,0.0
1748,266737.16
1749,120402.586
1750,146844.4
1751,0.0
1752,139173.78
1753,166621.22
1754,236902.92
1755,0.0
1756,218778.25
1757,127527.61
1758,0.0
1759,0.0
1760,195991.89
1761,173820.34
1762,0.0
1763,176484.2
1764,131709.42
1765,240124.94
1766,229115.47
1767,317599.56
1768,165273.39
1769,0.0
1770,170143.08
1771,110387.69
